Seniority;Status;Category;FirstDivision;SecondDivision;RFEF1;RFEF2;RFEF3;Preferent;Regional1;Regional2;Regional3;Junior;Male;Sex;YearBorn;Age;DateBorn;MadridBorn;PlaceBorn;Spanish;PostCode;City;MainRef;AssRef;Role;textCategory;MadridOffice;AlcalaOffice;AranjuezOffice;Office;;Weight;Height;Profession;StartYear;StartDate;StartAge;DropYear;DropDate;DropAge;talent
9;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1995;26;21/04/1995;1;MADRID;1;28840;Mejorada Del Campo;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;;;;2012;30/10/2012;17;;;;0
8;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1989;32;03/02/1989;0;MALAGA;1;28000;Rivas-Vaciamadrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2013;10/10/2013;24;2014;14/11/2014;25;0
2;1;10;0;0;0;0;0;0;0;0;0;1;0;FEMENINO;2001;20;28/10/2001;1;ALCALA DE HENARES;1;28514;Nuevo Baztán;1;0;ARBITRO;JUVENIL;0;1;0;ALCALA DE HENARES;;58;160;Técnico en Cuidados Auxiliares de Enfermería ;2019;12/09/2019;18;;;;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2003;18;06/01/2003;1;MADRID;1;28032;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;50;1.7;;2018;09/08/2018;15;;;;0
4;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2000;21;22/03/2000;1;MADRID;1;28024;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;72;1.73;;2017;20/11/2017;17;;;;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2001;20;05/01/2001;1;MADRID;1;28500;Arganda Del Rey;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;;;;2019;15/07/2019;18;;;;1
22;0;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1977;44;24/07/1977;1;MADRID;1;28804;Alcalá De Henares;0;1;ARBITRO ASISTENTE;A.A. 3ª RFEF;0;1;0;ALCALA DE HENARES;;;;ESTUDIANTE;1999;01/02/1999;22;2014;30/06/2014;37;0
23;0;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1980;41;18/10/1980;1;MADRID;1;28804;Alcalá De Henares;1;0;ARBITRO;TERCERA RFEF;0;1;0;ALCALA DE HENARES;;;;TECNICO LABORATORIO;1998;26/02/1998;18;2014;30/06/2014;34;0
20;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1984;37;13/02/1984;1;MADRID;1;28041;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;2001;24/09/2001;17;2014;30/06/2014;30;0
25;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1975;46;31/05/1975;0;GUATEMALA;1;28680;San Martín De Valdeiglesias;1;0;ARBITRO;EXCEDENCIA SEGUNDA REGIONAL;1;0;0;MADRID;;;;INFORMATICO;1996;01/03/1996;21;2015;30/06/2015;40;0
7;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1999;22;08/05/1999;1;MADRID;1;28803;Meco;1;0;ARBITRO;PRIMERA AFICIONADOS;0;1;0;ALCALA DE HENARES;;;;;2014;01/02/2014;15;2018;01/08/2018;19;0
24;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1973;48;26/05/1973;1;MADRID;1;28026;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1997;10/01/1997;24;2014;30/06/2014;41;0
10;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1996;25;26/03/1996;1;MADRID;1;28018;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;69;1.69;;2011;26/10/2011;15;2017;30/06/2017;21;0
24;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1976;45;24/04/1976;1;MADRID;1;28018;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;DEPENDIENTE DE TIENDA;1997;01/02/1997;21;2014;30/06/2014;38;0
20;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1981;40;15/05/1981;1;MADRID;1;28007;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2001;13/02/2001;20;2014;30/06/2014;33;0
8;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1996;25;04/09/1996;1;MADRID;1;28044;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2013;04/11/2013;17;2016;30/06/2016;20;0
1;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2002;19;06/02/2002;1;MADRID;1;28760;Tres Cantos;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;80;185;;2020;03/01/2020;18;;;;0
4;1;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;2000;21;12/06/2000;1;MADRID;1;28942;Fuenlabrada;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;;2017;20/11/2017;17;;;;0
25;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1973;48;07/08/1973;0;RISSELSMEM (ALEMANIA;1;28037;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;AUX. ADMINISTRATIVO;1996;01/03/1996;23;2014;30/06/2014;41;0
19;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1974;47;29/03/1974;1;MADRID;1;28922;Alcorcón;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;FUNCIONARIO;2002;04/10/2002;28;2014;30/06/2014;40;0
14;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1989;32;05/02/1989;0;VITORIA;1;28040;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;2007;13/09/2007;18;2014;30/06/2014;25;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2003;18;06/02/2003;1;ALCORCON;1;28925;Alcorcón;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;80;175;;2019;16/07/2019;16;;;;0
11;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1992;29;28/12/1992;0;TOLEDO;1;28300;Aranjuez;1;0;ARBITRO;PREFERENTE;0;0;1;ARANJUEZ;;66.5;1.7;ESTUDIANTE;2010;30/06/2010;18;2021;23/07/2021;29;0
1;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2006;15;09/05/2006;1;MADRID;1;28760;Tres Cantos;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;75;180;ESTUDIANTE;2020;03/01/2020;14;;;;0
4;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1988;33;14/10/1988;1;MADRID;1;28018;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2017;20/11/2017;29;2021;25/06/2021;33;0
3;1;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;2002;19;08/02/2002;1;ALCORCON;1;28680;San Martín De Valdeiglesias;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;60;175;;2018;12/04/2018;16;;;;1
11;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1991;30;16/01/1991;1;MADRID;1;28923;Alcorcón;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;2010;30/06/2010;19;2014;30/06/2014;23;0
3;1;9;0;0;0;0;0;0;0;0;1;0;1;MASCULINO;2002;19;07/08/2002;1;MADRID;1;28043;Madrid;1;0;ARBITRO;TERCERA REGIONAL;1;0;0;MADRID;;70;182;;2018;19/07/2018;16;;;;0
10;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1991;30;11/12/1991;1;GETAFE;1;28945;Fuenlabrada;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;2011;21/03/2011;20;2015;30/06/2015;24;0
8;1;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1996;25;26/06/1996;1;LEGANES;1;28917;Leganés;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;;;;2013;05/04/2013;17;;;;0
34;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1971;50;28/11/1971;1;MADRID;1;28004;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;PSICOLOGO;1987;01/07/1987;16;2014;30/06/2014;43;0
18;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1988;33;12/04/1988;1;MADRID;1;28100;Alcobendas;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;2003;27/03/2003;15;2014;30/06/2014;26;0
11;1;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1992;29;11/11/1992;1;MADRID;1;28803;Alcalá De Henares;1;0;ARBITRO;PRIMERA AFICIONADOS;0;1;0;ALCALA DE HENARES;;76;178;ESTUDIANTE;2010;01/10/2010;18;;;;0
0;1;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1997;24;05/02/1997;0;BILBAO;1;28003;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;;2021;30/06/2021;24;;;;0
20;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1981;40;01/12/1981;1;MADRID;1;28025;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;2001;11/01/2001;20;2014;30/06/2014;33;0
34;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1968;53;16/02/1968;1;MADRID;1;28038;Madrid;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;;;COMERCIAL;1987;01/01/1987;19;2014;30/06/2014;46;0
4;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1997;24;22/12/1997;1;MADRID;1;28053;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;75;185;;2017;17/03/2017;20;;;;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2004;17;18/03/2004;1;MADRID;1;28942;Fuenlabrada;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2019;16/07/2019;15;;;;0
4;1;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;2002;19;21/05/2002;1;Madrid;1;28025;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;50;1.7;Estudiante;2017;20/11/2017;15;;;;1
12;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1985;36;15/04/1985;1;MADRID;1;28922;Alcorcón;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;80;183;FARMACÉUTICO;2009;01/05/2009;24;2019;30/06/2019;34;0
8;1;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1994;27;19/09/1994;0;GIJON;1;28342;Valdemoro;1;0;ARBITRO;PRIMERA AFICIONADOS;0;0;1;ARANJUEZ;;80;1.8;Mozo de almacén;2013;24/10/2013;19;;;;1
19;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1976;45;20/04/1976;1;MADRID;1;28850;Torrejón De Ardoz;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;DELINIANTE INDUSTRIAL;2002;30/01/2002;26;2014;30/06/2014;38;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2000;21;31/12/2000;1;ALCORCON;1;28680;San Martín De Valdeiglesias;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2018;12/04/2018;18;;;;1
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2002;19;12/09/2002;1;GETAFE;1;28400;Collado Villalba;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;78;170;;2019;08/10/2019;17;;;;0
9;1;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1994;27;14/07/1994;1;ALCALA DE HENARES;1;28805;Alcalá De Henares;1;0;ARBITRO;TERCERA RFEF;0;1;0;ALCALA DE HENARES;;73;182;Reporting Financiero y Control Inversiones Financ;2012;30/10/2012;18;;;;1
20;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1980;41;01/02/1980;1;MADRID;1;28983;Parla;1;0;ARBITRO;SEGUNDA REGIONAL;0;0;1;ARANJUEZ;;77;1.83;POLICÍA ;2001;22/02/2001;21;2019;30/06/2019;39;0
9;1;4;0;0;0;1;0;0;0;0;0;0;1;MASCULINO;1996;25;06/12/1996;1;Alcalá De Henares;1;28805;Alcalá De Henares;0;1;ARBITRO ASISTENTE;A.A. 2ª RFEF;0;1;0;ALCALA DE HENARES;;;;Estudiante;2012;30/10/2012;16;;;;0
14;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1990;31;30/08/1990;1;MADRID;1;28007;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2007;06/02/2007;17;2014;30/06/2014;24;0
23;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1971;50;16/05/1971;1;MADRID;1;28911;Leganés;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;GESTOR DE COBROS;1998;25/06/1998;27;2014;30/06/2014;43;0
9;1;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1995;26;21/09/1995;1;LEGANES;1;28943;Fuenlabrada;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;65;170;Desarrollador de aplicaciones web;2012;13/04/2012;17;;;;1
20;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1975;46;20/03/1975;1;MADRID;1;28805;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;;;MOZO CARRETILLERO;2001;22/02/2001;26;2014;30/06/2014;39;0
10;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1992;29;22/10/1992;1;LEGANES;1;28915;Leganés;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2011;20/10/2011;19;2013;30/06/2013;21;0
4;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1996;25;26/02/1996;1;MADRID;1;28925;Alcorcón;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2017;17/11/2017;21;;;;0
17;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1988;33;20/08/1988;1;MADRID;1;28037;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2004;03/09/2004;16;2014;30/06/2014;26;0
6;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1990;31;23/05/1990;0;GRANADA;1;28770;Granada;1;0;ARBITRO;EXCEDENCIA SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2015;11/11/2015;25;2018;30/06/2018;28;0
9;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1992;29;01/02/1992;1;MADRID;1;28053;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;72;1.72;;2012;26/11/2012;20;;;;0
10;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1989;32;21/07/1989;1;MADRID;1;28035;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2011;20/10/2011;22;2014;30/06/2014;25;0
10;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1981;40;26/07/1981;1;MADRID;1;28850;Torrejón De Ardoz;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;78;1.83;PROGRAMADOR INFORMATICO;2011;31/01/2011;30;2017;30/06/2017;36;0
14;0;4;0;0;0;1;0;0;0;0;0;0;1;MASCULINO;1992;29;21/05/1992;1;LEGANES;1;28914;Leganés;1;0;ARBITRO;EXCEDENCIA SEGUNDA RFEF;1;0;0;MADRID;;77;1.86;ECONOMISTA;2007;01/10/2007;15;2021;30/06/2021;29;0
3;1;8;0;0;0;0;0;0;0;1;0;0;0;FEMENINO;1999;22;28/05/1999;0;TOLEDO;1;28341;Valdemoro;1;0;ARBITRO;SEGUNDA REGIONAL;0;0;1;ARANJUEZ;;74.5;1.76;ESTUDIANTE;2018;19/10/2018;19;;;;0
1;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1995;26;05/08/1995;1;MADRID;1;28047;Madrid;0;1;ARBITRO ASISTENTE;A.A. PREFERENTE;1;0;0;MADRID;;72;1.75;;2020;----------;25;2021;25/06/2021;26;0
17;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1974;47;19/12/1974;0;CORDOBA;1;28340;Valdemoro;1;0;ARBITRO;PRIMERA AFICIONADOS;0;0;1;ARANJUEZ;;80;1.85;MAESTRO-PSICOPEDAGOGO;2004;13/07/2004;30;2017;30/06/2017;43;0
11;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1993;28;09/08/1993;1;ALCALA DE HENARES;1;28803;Madrid;1;0;ARBITRO;JUVENIL;0;1;0;ALCALA DE HENARES;;;;ESTUDIANTE;2010;01/10/2010;17;2015;30/06/2015;22;0
7;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1998;23;30/05/1998;0;CABEZA DEL BUEY;1;28816;Camarma De Esteruelas;1;0;ARBITRO;JUVENIL;0;1;0;ALCALA DE HENARES;;;;;2014;25/11/2014;16;2018;30/06/2018;20;0
23;0;10;0;0;0;0;0;0;0;0;0;1;0;FEMENINO;1981;40;23/04/1981;1;MADRID;1;28017;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;1998;25/06/1998;17;2014;30/06/2014;33;0
15;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1990;31;26/09/1990;1;MADRID;1;28330;San Martín De La Vega;1;0;ARBITRO;JUVENIL;0;0;1;ARANJUEZ;;;;ESTUDIANTE;2006;13/03/2006;16;2014;30/06/2014;24;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1999;22;21/04/1999;1;MADRID;1;28943;Fuenlabrada;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;75;1.87;;2019;24/01/2019;20;;;;0
7;0;8;0;0;0;0;0;0;0;1;0;0;0;FEMENINO;1994;27;14/07/1994;0;GANDIA;1;28942;Fuenlabrada;1;0;ARBITRO;EXCEDENCIA SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2014;20/09/2014;20;2015;02/12/2015;21;0
11;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1979;42;03/10/1979;1;MADRID;1;28850;Torrejón De Ardoz;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;75;170;ADMINISTRATIVO;2010;01/10/2010;31;;;;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1995;26;20/04/1995;1;MADRID;1;28018;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;92;1.84;MILITAR PROFESIONAL;2019;11/02/2019;24;;;;1
9;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1981;40;07/05/1981;1;MADRID;1;28021;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2012;30/01/2012;31;2018;30/06/2018;37;0
9;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1993;28;16/04/1993;0;CARTAGENA;1;28944;Fuenlabrada;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;76;170;Ingeniero de Minas;2012;26/11/2012;19;2020;30/06/2020;27;0
7;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1989;32;11/11/1989;1;MADRID;1;28051;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2014;26/06/2014;25;2017;30/07/2017;28;0
16;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1982;39;16/04/1982;1;MADRID;1;28026;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;78;176;PROFESOR;2005;10/01/2005;23;2021;27/07/2021;39;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1998;23;15/08/1998;1;MADRID;1;28032;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;MOZO DE ALMACEN;2018;19/07/2018;20;;;;0
20;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1979;42;24/04/1979;1;MADRID;1;28044;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ADMINISTRATIVO;2001;12/12/2001;22;2014;30/06/2014;35;0
26;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1977;44;17/03/1977;1;MADRID;1;28019;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1995;01/03/1995;18;2014;30/06/2014;37;0
23;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1963;58;07/04/1963;0;JEREZ DE LA FRONTERA;1;28850;Torrejón De Ardoz;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;;;FUNCIONARIO;1998;15/07/1998;35;2014;30/06/2014;51;0
24;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1975;46;19/12/1975;1;MADRID;1;28020;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;1997;01/02/1997;22;2014;30/06/2014;39;0
6;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1995;26;18/12/1995;1;MADRID;1;28300;Aranjuez;1;0;ARBITRO;SEGUNDA REGIONAL;0;0;1;ARANJUEZ;;71;1.8;;2015;09/12/2015;20;;;;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1999;22;26/09/1999;1;MADRID;1;28032;Madrid;1;0;ARBITRO;EXCEDENCIA JUVENIL;1;0;0;MADRID;;74.7;1.76;Estudiante;2019;24/01/2019;20;;;;0
8;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1994;27;09/04/1994;1;MADRID;1;28021;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2013;05/04/2013;19;2016;30/06/2016;22;0
11;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1976;45;14/05/1976;1;MADRID;1;28042;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2010;02/11/2010;34;2014;30/06/2014;38;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2004;17;22/07/2004;1;MADRID;1;28942;Fuenlabrada;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;55;172;;2019;12/09/2019;15;;;;0
5;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1996;25;11/06/1996;1;MADRID;1;28822;Coslada;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;70;176;Ingeniero;2016;06/04/2016;20;2021;29/06/2021;25;0
22;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1983;38;07/08/1983;1;MADRID;1;28400;Collado Villalba;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1999;06/08/1999;16;2014;30/06/2014;31;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2000;21;02/11/2000;1;MADRID;1;28033;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;77;182;;2019;04/10/2019;19;;;;0
20;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1985;36;15/05/1985;0;SAN FERNANDO (CADIZ);1;28100;Alcobendas;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;2001;11/09/2001;16;2014;30/06/2014;29;0
6;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1997;24;15/03/1997;0;QUITO;1;28032;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2015;21/08/2015;18;2017;30/06/2017;20;0
11;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1994;27;17/09/1994;1;MADRID;1;28932;Móstoles;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2010;02/11/2010;16;2020;30/06/2020;26;0
12;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1979;42;21/07/1979;0;ALEXANDRIA;0;28032;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;87;1.85;TECNICO ELECTRICISTA;2009;01/10/2009;30;;;;0
22;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1981;40;11/12/1981;1;MADRID;1;28031;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1999;08/01/1999;18;2014;30/06/2014;33;0
3;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2000;21;30/11/2000;0;IDIAZABAL;1;28040;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2018;19/09/2018;18;2021;25/06/2021;21;0
5;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1996;25;06/06/1996;1;ALCALA DE HENARES;1;28803;Alcalá De Henares;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;;;;2016;14/12/2016;20;;;;0
3;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1998;23;14/10/1998;1;MADRID;1;28047;Madrid;0;1;ARBITRO ASISTENTE;A.A. PREFERENTE;1;0;0;MADRID;;;;;2018;16/07/2018;20;2019;30/06/2019;21;0
22;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1982;39;11/05/1982;1;MADRID;1;28804;Alcalá De Henares;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;1999;07/01/1999;17;2014;30/06/2014;32;0
22;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1980;41;07/12/1980;1;MADRID;1;28806;Alcalá De Henares;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;TEC MANTENIMIENTO AERONAV;1999;07/01/1999;19;2014;30/06/2014;34;0
28;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1975;46;22/03/1975;1;MADRID;1;28025;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;ESTUDIANTE;1993;01/03/1993;18;2014;30/06/2014;39;0
26;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1976;45;12/03/1976;1;MADRID;1;28891;Velilla De San Antonio;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;ESTUDIANTE;1995;01/03/1995;19;2014;30/06/2014;38;0
6;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1997;24;09/01/1997;0;SAN SEBASTIÁN;1;28691;Villanueva De La Cañada;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;Estudiante;2015;29/09/2015;18;2021;30/06/2021;24;0
